,name,preprocessed
560,데클런 라이스,"['로만 뷔어키', '잭 로드웰', '에마뉘엘 프티']"
561,데헤아,"['레프 야신', '리스 넬슨', '티보 쿠르투아', 'K. 슈마이켈']"
562,덴젤 둠프리스,"['P. 비에이라', '루드 굴리트', '리스 넬슨', '파올로 말디니']"
563,델리 알리,"['폴 포그바', '루카 모드리치', '해리 케인', '에릭 다이어']"
564,도니얼 말런,"['S. 아구에로', '퀸시 프로머스', '네이마르 Jr.', '미시 바추아이']"
565,도마고이 비다,"['리스 넬슨', 'M. 테어슈테겐']"
566,도안 리쓰,['D. 마라도나']
567,두반 사파타,"['C. 사파타', '로멜루 루카쿠', '조지 베스트', 'M. 발로텔리', '해리 케인']"
568,두샨 타디치,"['뤼카 디뉴', '테오', '로스 바클리', 'L. 에르난데스', 'J. 드락슬러']"
569,두웨이,"['이근호', '야프 스탐', '이동국', '박주영', '리오넬 메시']"
570,디보크 오리기,"['사디오 마네', '페르난도 토레스', '호베르투 피르미누', '로멜루 루카쿠', 'D. 스터리지']"
571,디에고 고딘,"['L. 마테우스', '은골로 캉테', '레온 고레츠카', '에마뉘엘 프티']"
572,디에고 데메,"['라힘 스털링', 'S. 아구에로', '네이마르 Jr.', '다비드 실바', '리로이 자네']"
573,디에고 락살트,"['홍철', '수소']"
574,디에고 로페스,"['디에고 고딘', 'L. 로페스', '카시야스', '데헤아']"
575,디에고 카펠,['펠레']
576,디에고 코스타,"['디에고 고딘', 'H. 크레스포', '로멜루 루카쿠', '루카스 모라', '곤살로 이과인']"
577,디에고 콘텐토,"['니코 슐츠', '다비드 알라바', '알마미 투레', '리로이 자네']"
578,디에고 페로티,"['에딘 제코', 'J. 클라위베르트', '네이마르 Jr.']"
579,디오구 조타,"['폴 포그바', '이스코', '하미레스']"
580,라르스 슈틴들,"['마르코 베라티', '루드 굴리트', '카일 워커']"
581,라마단 소비,"['크리스티아누 호날두', 'J. 데이비드']"
582,라민 가사마,"['피케', '킬리안 음바페', '가레스 베일', '솔 캠벨', '루드 굴리트']"
583,라사나 디아라,"['네이마르 Jr.', '루카 모드리치', '이누이 다카시', '은골로 캉테']"
584,라울,"['크리스티아누 호날두', '카림 벤제마', '리오넬 메시', '호나우두']"
585,라울 가르시아,"['테오', '카푸', '다니 가르시아', '미하엘 발락', 'G. 잠브로타']"
586,라울 알비올,"['다보르 슈케르', 'A. 발렌시아', '라울', '제이미 바디', '티에리 앙리']"
587,라울 히메네스,"['S. 아구에로', 'J. 히메네스', 'C. 비에리', '라울', '필리포 인자기']"
588,라이언 긱스,"['가레스 베일', '조지 베스트', '루이스 피구', '모하메드 살라']"
589,라이언 바벨,"['세스크 파브레가스', 'M. 발로텔리']"
590,라이언 세세뇽,"['라힘 스털링', '가레스 베일', '요한 크루이프', '파올로 말디니']"
591,라자 나잉골란,"['아르투로 비달', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
592,라파엘 바란,"['조르디 알바', '세르히오 라모스', 'F. 칸나바로', '파올로 말디니']"
593,라힘 스털링,"['리오넬 메시', '리로이 자네', '네이마르 Jr.', '에데르']"
594,랄프 페어만,"['리오넬 메시', '프랑크 리베리', '라힘 스털링']"
595,랜던 도노번,"['네이마르 Jr.', '펠레', '리오넬 메시', '마이클 오언']"
596,레길론,"['이강인', '가레스 베일']"
597,레나토 타피아,['다비드 알라바']
598,레모 프로일러,"['유리 베르치체', '모하메드 살라', '페를랑 멘디', '뱅자맹 르콩트']"
599,레뱅 퀴르자와,"['테오', '무사 시소코', '페를랑 멘디', '로베르 피레스', '홍철']"
600,레오 뒤부아,['케빈 말키']
601,레오 자바,"['조르디 알바', '홍철', '마르셀루', 'A. 산체스']"
602,레오나르두,"['네이마르 Jr.', '도안 리쓰']"
603,레온 고레츠카,"['이스코', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
604,레온 바일리,"['벤 포스터', '손흥민', '데헤아', '가레스 베일', '네이마르 Jr.']"
605,레이턴 베인스,"['알반 라퐁', '리스 넬슨', '페를랑 멘디', 'L. 로페스', '저메인 렌스']"
606,레프 야신,"['잔루이지 부폰', '페트르 체흐', '에데르', '데헤아']"
607,로돌포 피사로,"['에데르', '카일 워커', '한스 바나컨']"
608,로드리,"['P. 비에이라', '에마뉘엘 프티', '라파엘 바란', '페르난지뉴', '루드 굴리트']"
609,로드리고,"['페르난도 토레스', '킬리안 음바페', 'P. 오바메양', '가레스 베일', '카일 워커']"
610,로랑 블랑,"['라파엘 바란', 'P. 비에이라', '세르히오 라모스', '파올로 말디니']"
611,로랑 코시엘니,"['라파엘 바란', '솔 캠벨', 'M. 발로텔리', '파올로 말디니', '호나우두']"
612,로렌,"['토마스 뮐러', '로멜루 루카쿠', '김신욱', '조지 베스트', '세르히오 라모스']"
613,로렌초 인시녜,"['손흥민', '잔프랑코 졸라', '가레스 베일', '네이마르 Jr.', '리오넬 메시']"
614,로리 베레타,"['다비드 루이스', 'P. 비에이라', '조나탄 비에라', '다비드 실바', '루카 모드리치']"
615,로만 뷔어키,"['주앙 칸셀루', '펠레', 'M. 발로텔리', '알렉스 산드루', '티에리 앙리']"
616,로맹 아무마,"['테오', 'D. 카를루스', '에딘 제코', '조르디 알바', '히바우두']"
617,로멜루 루카쿠,"['M. 발로텔리', 'H. 크레스포', '루드 굴리트', '파올로 말디니']"
618,로베르 피레스,"['루이스 피구', '니콜라 페페', '티에리 앙리']"
619,로베르토 바조,"['요한 크루이프', '리오넬 메시', '히바우두', '네이마르 Jr.']"
620,로비 브레이디,['네이마르 Jr.']
621,로비 파울러,"['S. 아구에로', '이언 러시', '네이마르 Jr.', '티에리 앙리']"
622,로빈 고젠스,"['페르난도 가고', '마르코스 요렌테']"
623,로빈 반페르시,"['페르난도 토레스', '티에리 앙리', '리오넬 메시', '아리언 로번']"
624,로스 바클리,"['주앙 펠릭스', '루드 굴리트', '산티 미나', '미하엘 발락']"
625,로이 킨,"['폴 스콜스', '아르투로 비달', 'P. 비에이라', '에마뉘엘 프티']"
626,로이크 페랑,"['황의조', '에마뉘엘 프티']"
627,로케 메사,"['M. 슈네델랑', 'P. 비에이라', '에마뉘엘 프티', '잭 로드웰', '라자 나잉골란']"
628,루드 굴리트,"['폴 포그바', '미하엘 발락', 'P. 비에이라', '에마뉘엘 프티']"
629,루벤 페냐,['케빈 음바부']
630,루이무 보아스 산투스,"['테오', '라파엘 바란', '잔프랑코 졸라', '가가와 신지', '세르히오 라모스']"
631,루이스 구스타부,"['은골로 캉테', 'P. 비에이라', '페르난지뉴', 'M. 발로텔리', '루드 굴리트']"
632,루이스 무리엘,"['A. 발렌시아', '가야', 'P. 비에이라', '에마뉘엘 프티']"
633,루이스 알베르토,"['헐크', '에마뉘엘 프티', '폴 스콜스', '네이마르 Jr.', '나비 케이타']"
634,루이스 펠리피,['E. 바르가스']
635,루이스 피구,"['스티븐 제라드', '가레스 베일', '네이마르 Jr.', '루드 굴리트']"
636,루카 모드리치,"['리오넬 메시', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
637,루카 요비치,"['주앙 칸셀루', 'A. 발렌시아', '카림 벤제마', '카일 워커', '알렉스 산드루']"
638,루카스 레이바,"['닉 포프', 'S. 아구에로', '데헤아', '티보 쿠르투아', 'A. 베고비치']"
639,루카스 모라,"['루카스 레이바', '크리스티아누 호날두', '가레스 베일', '주앙 펠릭스']"
640,루카스 바스케스,"['크리스티아누 호날두', '시오 월콧', '가레스 베일', '네이마르 Jr.', '다니엘 바스']"
641,루카스 빌리아,"['마르코스 알론소', '마르코스 로호', '은골로 캉테', '로베르토 바조', '브루누 알베스']"
642,루카스 파케타,"['루카스 레이바', '홍철', '카일 워커', '한스 바나컨']"
643,루크 쇼,"['홍철', '다비드 알라바', '알렉스 산드루', '페를랑 멘디']"
644,룩 카스타뇨스,"['잔프랑코 졸라', 'M. 반바스텐']"
645,뤼카 디뉴,"['테오', '홍철', '카일 워커', '페를랑 멘디']"
646,뤼크 더용,"['라파엘 바란', '크리스티아누 호날두', '파올로 말디니', '얀 콜러', '루드 굴리트']"
647,리로이 자네,"['네이마르 Jr.', '뱅상 콤파니', '가레스 베일', '리오넬 메시']"
648,리스 넬슨,"['후안 포이트', '마르코스 로호', 'E. 가라이', '페를랑 멘디']"
649,리스 제임스,"['P. 비에이라', '카일 워커', '폴 포그바', '야야 사노고', '알마미 투레']"
650,리야드 마레즈,"['가레스 베일', '네이마르 Jr.', '리로이 자네', '웨인 루니', '리오넬 메시']"
651,리언 발로군,"['D. 카를루스', '도안 리쓰', '카푸', 'P. 오바메양', '파올로 말디니']"
652,리오 퍼디난드,"['이정수', '라파엘 바란', '세르히오 라모스', '파올로 말디니']"
653,리오넬 메시,"['펠레', '크리스티아누 호날두', 'D. 마라도나', '네이마르 Jr.']"
654,마누 가르시아,"['마이클 캐릭', '네이마르 Jr.']"
655,마누 트리게로스,"['레프 야신', '베른트 레노', '티보 쿠르투아', '미하엘 발락', '페트르 체흐']"
656,마누엘 노이어,"['리스 넬슨', '에데르', '데헤아', '티보 쿠르투아', '페트르 체흐']"
657,마누엘 라차리,"['무사 시소코', '루이스 피구', '은골로 캉테', 'P. 비에이라', '조니']"
658,마누엘 란시니,"['테오', 'W. 슈체스니', '잔루이지 부폰', '티보 쿠르투아', '호나우두']"
659,마누엘 아칸지,"['로만 뷔어키', '파비안 셰어', '파올로 말디니', '마츠 후멜스']"
660,마레크 함시크,"['라파엘 바란', '얀 베르통언', '파트리크 시크', '라자 나잉골란', '리오넬 메시']"
661,마르셀 드사이,"['P. 비에이라', '라파엘 바란', '세르히오 라모스', '파올로 말디니']"
662,마르셀 슈멜처,"['니코 슐츠', '다비드 알라바', '루카 모드리치', '알렉스 산드루']"
663,마르셀 자비처,"['제롬 보아텡', 'E. 포르스베리', '게리 케이힐', '네이마르 Jr.', '수소']"
664,마르셀루,"['루드 굴리트', '리오넬 메시', 'P. 비에이라', '에마뉘엘 프티']"
665,마르카노,"['닉 포프', '리스 넬슨', '데헤아', 'G. 돈나룸마', '티보 쿠르투아']"
666,마르코 로이스,"['네이마르 Jr.', '가레스 베일', '킬리안 음바페', '루드 굴리트']"
667,마르코 반힝켈,"['W. 베고르스트', '루크 쇼', '나이젤 더용', '피터 크라우치']"
668,마르코 베라티,"['폴 포그바', '루카 모드리치', '은골로 캉테', '루드 굴리트']"
669,마르코 아센시오,"['에덴 아자르', '모하메드 살라', '존 테리', '시오 월콧', '가레스 베일']"
670,마르코 파롤로,"['리스 제임스', '페를랑 멘디', '가브리엘', '제임스 밀너', '루드 굴리트']"
671,마르코 파비안,"['토마스 뮐러', '로스 바클리', '안드레 쉬얼레', 'F. 레이카르트', '이정수']"
672,마르코 피아차,"['리로이 자네', '손흥민']"
673,마르코스 로호,"['D. 스터리지', '라울', '카림 벤제마', 'J. 히메네스']"
674,마르코스 알론소,"['마르코스 로호', '다비드 루이스', 'R. 푸네스 모리', '애슐리 영']"
675,마르크 우트,"['알리송', '조현우', '리스 넬슨', '데헤아', '티보 쿠르투아']"
676,마르키뉴스,"['라파엘 바란', '제롬 보아텡', '다비드 루이스', '파올로 말디니']"
677,마르턴 더론,"['테오', '히샤를리송', '손흥민']"
678,마를루스,"['피케', '리오넬 메시', '파올로 말디니', '솔 캠벨']"
679,마리오 가스파르,"['은골로 캉테', '에마뉘엘 프티', 'L. 마테우스', '라자 나잉골란', '루드 굴리트']"
680,마리오 고메스,"['토마스 뮐러', 'H. 크레스포', '티모 베르너', 'A. 고메스', '마리오 가스파르']"
681,마리오 괴체,"['펠레', '에덴 아자르', '킬리안 음바페', '마르코 로이스']"
682,마리오 에르모소,"['디에고 고딘', 'C. 푸욜', '라파엘 바란', '세르히오 라모스', '파올로 말디니']"
683,마리오 페르난데스,"['닉 포프', '크리스티아누 호날두', '김정민', '티보 쿠르투아', 'A. 베고비치']"
684,마마두 사코,"['디아프라 사코', '조엘 마티프', '라파엘 바란', '파비뉴', '파올로 말디니']"
685,마우로 사라테,"['손흥민', 'S. 아구에로', '킬리안 음바페', '펠레', '리오넬 메시']"
686,마우루 주니오르,"['주앙 칸셀루', '마르코 베라티', '잔루이지 부폰', 'C. 은쿤쿠', '루드 굴리트']"
687,마우콩,"['네이마르 Jr.', '리오넬 메시', '쿠티뉴']"
688,마이카 리처즈,"['파올로 말디니', '루드 굴리트', '카일 워커', '제롬 보아텡']"
689,마이크 도일,"['리오 퍼디난드', '기슬랭 코난', '파올로 말디니', 'P. 비에이라']"
690,마이크 메냥,"['알반 라퐁', '미하엘 발락']"
691,마이크 서머비,"['쿠아레즈마', '루이스 피구', '킬리안 음바페', '네이마르 Jr.', '세르히오 라모스']"
692,마이클 오언,"['S. 아구에로', '페르난도 토레스', '리오넬 메시', '티에리 앙리']"
693,마이클 캐릭,"['폴 스콜스', 'P. 에브라', '제시 린가드', '마이클 오언']"
694,마이클 킨,"['주앙 칸셀루', '파올로 말디니', '카일 워커', '루드 굴리트', '마이클 오언']"
695,마츠 후멜스,"['제롬 보아텡', '니클라스 쥘레', '세르히오 라모스', '파올로 말디니']"
696,마테우스 쿠냐,"['H. 크레스포', '킬리안 음바페', 'P. 오바메양', '하파엘 레앙', '티에리 앙리']"
697,마티아스 긴터,"['P. 비에이라', '에마뉘엘 프티', '세르지오 부스케츠', '마르셀루', '루드 굴리트']"
698,마티외 드뷔시,"['폴 포그바', '팔카오', '존 테리']"
699,막스 마이어,"['L. 마테우스', '에덴 아자르', '리오넬 메시', '산티 미나']"
700,막스 크루제,"['토마스 파티', '에딘손 카바니', 'P. 오바메양', '김신욱', '루카스 모라']"
701,막심 로페즈,['은골로 캉테']
702,말랑 사르,"['P. 비에이라', '라파엘 바란', 'I. 사르', '사뮈엘 움티티', '마르셀 드사이']"
703,말컹,"['D. 트레제게', '히바우두', '로멜루 루카쿠', '솔 캠벨']"
704,매튜 라이언,"['혼다 게이스케', '루드 굴리트']"
705,맥스 에런스,['아르투로 비달']
706,맷 도허티,"['리스 넬슨', 'A. 발렌시아', '로비 브레이디', '카를로스 바카', '가야']"
707,맷 미아즈가,"['레프 야신', '마르코 로이스']"
708,메디 베나티아,"['L. 보누치', '잔프랑코 졸라', '로스 바클리', 'P. 비에이라']"
709,메수트 외질,"['앙헬 디마리아', 'F. 페레이라', '루드 굴리트', '카일 워커']"
710,메이슨 마운트,"['로만 뷔어키', '옌스 레만', '조지 베스트', '프랭크 램파드']"
711,멤피스 데파이,"['주앙 칸셀루', '은골로 캉테', 'S. 아구에로', '페르난지뉴', '카일 워커']"
712,모라타,"['H. 크레스포', '페르난도 토레스', '크리스티아누 호날두', '해리 케인', '루카스 모라']"
713,모랄레스,"['로멜루 루카쿠', '데헤아', '티보 쿠르투아', 'A. 베고비치', 'T. 스트라코샤']"
714,모르간 상송,"['폴 포그바', '김도근']"
715,모야,"['P. 비에이라', '에마뉘엘 프티', '잔프랑코 졸라', '루드 굴리트', '파올로 말디니']"
716,모이스 킨,"['다비드 루이스', '다비드 실바', '니콜라 페페']"
717,모지스 사이먼,"['리오넬 메시', '라울', '에우제비우', '파블로 마리']"
718,모하메드 살라,"['사디오 마네', '가레스 베일', '에덴 아자르', '리오넬 메시']"
719,무니아인,"['S. 엘샤라위', 'K. 슈마이켈', '데헤아', '유리 베르치체', '리오넬 메시']"
720,무사 뎀벨레,"['조던 헨더슨', '무사 시소코', '루드 굴리트', '에마뉘엘 프티']"
721,무사 디아비,"['후안프란', '헤낭 로지', '카를로스 바카', '카일 워커']"
722,무사 마레가,"['무사 시소코', '산티 미나', '페르난도 토레스', '리로이 자네', '포르투']"
723,무사 바로,"['스티븐 제라드', '크리스 우드']"
724,무사 시소코,"['라파엘 바란', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
725,무사 코나테,"['라이언 긱스', '카시야스', '케일러 나바스', '김영광']"
726,무토 요시노리,['사카이 히로키']
727,문선민,"['손흥민', '김승대', '박지성', '네이마르 Jr.', '리오넬 메시']"
728,미겔 벨로주,"['필리포 인자기', '김신욱', '모하메드 살라', 'M. 만주키치']"
729,미란다,"['뤼카 디뉴', '디에고 고딘', '니콜라 페페', 'P. 비에이라']"
730,미셀 플랍,"['뱅상 콤파니', '소크라테스', '루드 굴리트', '피터 크라우치']"
731,미시 바추아이,"['A. 셰브첸코', 'H. 크레스포', 'P. 오바메양', '로멜루 루카쿠', '곤살로 이과인']"
732,미하엘 렌징,['야프 스탐']
733,미하엘 발락,"['폴 포그바', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
734,미하일 리소프,['M. 가비아디니']
735,믹스,"['박지수', '곽광선', '강민수', '루드 굴리트', '파올로 말디니']"
736,밀란 바델,"['에덴 아자르', '알반 라퐁']"
737,밀레 스빌라르,"['P. 비에이라', '크리스티아누 호날두', '모하메드 살라', '폴 포그바', '리오넬 메시']"
738,밀로트 라시차,"['펠레', '후안 마타']"
739,바렐라,"['구자철', '손흥민']"
740,바르트라,"['피케', '도안 리쓰', 'C. 푸욜', '사뮈엘 움티티', '세르히오 라모스']"
741,바스 도스트,"['젠나로 가투소', 'J. 도스 산토스', '크리스티아누 호날두', '라자 나잉골란', '루드 굴리트']"
742,바카리 사냐,"['에마뉘엘 프티', '가브리엘', '가레스 베일', '히바우두', '리오넬 메시']"
743,박용우,['박지수']
744,박주영,"['안정환', '크리스티아누 호날두', '황의조', '호나우두']"
745,박주호,"['기성용', '홍철', '김진수', '이재성']"
746,박지성,"['기성용', '유상철', '폴 스콜스', '유리 베르치체']"
747,박지수,['김민재']
748,발랑탕 롱지에,"['은골로 캉테', '로렌', '레온 고레츠카', '카일 워커', '루드 굴리트']"
749,발레르 제르망,"['S. 아구에로', '무토 요시노리']"
750,발렌티노스,"['김도균', '에마뉘엘 프티']"
751,발렌틴 슈토커,"['무사 시소코', '소크라티스', '루드 굴리트', '파올로 말디니']"
752,발테르 비르사,"['M. 스테켈렌뷔르흐', '조던 픽포드']"
753,배기종,['남준재']
754,백승호,"['기성용', '정우영']"
755,뱅상 콤파니,"['차두리', '파올로 말디니', '카일 워커', '브루누 알베스']"
756,뱅자맹 르콩트,"['피케', 'C. 푸욜', '사뮈엘 움티티', '클레망 랑글레', 'J. 드락슬러']"
757,뱅자맹 멘디,"['테오', '페를랑 멘디', '홍철', 'O. 진첸코', '파올로 말디니']"
758,뱅자맹 무칸조,"['김신욱', '곽태휘', '이동국', '박주영', '파블로 마리']"
759,뱅자맹 파바르,"['뤼카 디뉴', '제롬 보아텡', '라파엘 바란', 'L. 에르난데스', '파올로 말디니']"
760,버질 반데이크,"['P. 비에이라', '라파엘 바란', '세르히오 라모스', '루드 굴리트', '파올로 말디니']"
761,베냐민 헨릭스,"['하파엘', '테오', '로렌', '카일 워커']"
762,베냐트,"['마르코스 로호', '홍철', '카일 워커', '우마르 니아세', '브루누 알베스']"
763,베랏 디므시티,['니코 슐츠']
764,베론,"['폴 포그바', '루드 굴리트', '폴 스콜스', '미하엘 발락']"
765,베르나르두 실바,"['라힘 스털링', '가레스 베일', '다비드 실바', '리로이 자네', '리오넬 메시']"
766,베른트 레노,"['옌스 레만', '마르코 베라티', '페트르 체흐', '이드리사 게예']"
767,베베,"['L. 마테우스', '헐크', '로멜루 루카쿠']"
768,벤 데이비스,"['에데르', 'A. 데이비스', '이영표', 'A. 아레올라', '대니 로즈']"
769,벤 칠웰,"['커트 주마', '리스 넬슨', '리스 제임스', '산티 미나', '카일 워커']"
770,변재섭,"['김두현', 'D. 마라도나', '조광래']"
771,보르하 이글레시아스,"['라울', '루드 굴리트', 'P. 비에이라', '미하엘 발락']"
772,보비 무어,"['라자 나잉골란', 'F. 칸나바로', '세르히오 라모스', '파올로 말디니']"
773,보얀,"['A. 셰브첸코', '리오넬 메시', '손흥민', '네이마르 Jr.', '루드 굴리트']"
774,부트라게뇨,"['호나우두', '펠레', '네이마르 Jr.', '리오넬 메시', '티에리 앙리']"
775,불투이스,['차두리']
776,브누아 코스틸,['에마뉘엘 프티']
777,브라얀 페레아,['M. 발로텔리']
778,브라이스 멘데스,"['야프 스탐', 'M. 더리흐트', '다비드 실바']"
779,브루노,"['마르코스 알론소', '세르지오 부스케츠']"
780,브루누 세사르,"['A. 발렌시아', '로멜루 루카쿠', '홍철', '카일 워커', '루드 굴리트']"
781,브루누 알베스,"['토마스 뮐러', '젠나로 가투소', '리오 퍼디난드', '니콜라 페페', 'A. 고메스']"
782,브루누 페르난데스,"['손흥민', '폴 포그바', '브루노', '리오넬 메시', '루드 굴리트']"
783,브릴 엠볼로,"['리오 퍼디난드', '무사 뎀벨레', '유리 베르치체', 'C. 비에리', '해리 케인']"
784,비니시우스 주니어,"['에덴 아자르', '크리스티아누 호날두', '무사 뎀벨레', '가레스 베일', '네이마르 Jr.']"
785,비톨로,"['코케', '크리스티아누 호날두', '홍철', '박지성', '팔카오']"
786,빅터 오시멘,"['잔프랑코 졸라', '테이 사바니에', '디에고 데메']"
787,빅토르 산체스,"['S. 아구에로', '에마뉘엘 프티']"
788,빅토르 완야마,"['리스 넬슨', '마르빈 히츠', '에데르', '데헤아', '옌스 레만']"
789,빅토르 피셔,"['S. 엘샤라위', '도안 리쓰']"
790,빌리 오르반,"['젠나로 가투소', 'L. 보누치', '은골로 캉테', '에마뉘엘 프티', '그라니트 자카']"
791,사두 디알로,['S. 아구에로']
792,사디오 마네,"['네이마르 Jr.', '리오넬 메시', '킬리안 음바페', '모하메드 살라']"
793,사무엘레 롱고,"['게리 네빌', 'A. 발렌시아', '케빈 음바부', '시오 월콧', '카일 워커']"
794,사뮈엘 에토,"['알마미 투레', 'P. 비에이라', '페르난지뉴', '야야 사노고', '루드 굴리트']"
795,사뮈엘 움티티,"['C. 푸욜', '라파엘 바란', '카이 하베르츠', '피케']"
796,사미 케디라,"['P. 비에이라', '에마뉘엘 프티', '손흥민', '리오넬 메시', '루드 굴리트']"
797,사울,"['아르투로 비달', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
798,산드로,"['S. 아구에로', '웨인 루니', '마이클 오언', '로멜루 루카쿠']"
799,산드로 토날리,['이강인']
800,산티 미나,['S. 할러']
801,산티 카소를라,"['산티 미나', '킬리안 음바페', '메수트 외질', '모하메드 살라', '세스크 파브레가스']"
802,살로몬 론돈,"['J. 도스 산토스', '이누이 다카시', '네이마르 Jr.', '다니엘 바스', '리오넬 메시']"
803,살로몬 칼루,['윌리안']
804,살리프 사네,['유리 베르치체']
805,서동명,"['조현우', 'I. 사르', '김병지', '김승규']"
806,서정원,"['네이마르 Jr.', '조지 베스트', '리오넬 메시', '하석주']"
807,설기현,"['안정환', '루이스 피구', '로멜루 루카쿠', '미하엘 발락']"
808,세나드 룰리치,"['페드로', '아르투로 비달', 'P. 비에이라']"
809,세르주 냐브리,"['프랑크 리베리', '손흥민', '가레스 베일', '네이마르 Jr.', '리오넬 메시']"
810,세르주 오리에,"['주앙 칸셀루', '카푸', '카일 워커', '알렉스 산드루', 'F. 칸나바로']"
811,세르지 다르데르,['에런 모이']
812,세르지 로베르토,"['리스 넬슨', '티보 쿠르투아', '마이클 오언']"
813,세르지오 부스케츠,"['아르투로 비달', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
814,세르히오 라모스,"['이정수', '라파엘 바란', 'P. 비에이라', '파올로 말디니']"
815,세르히오 리코,"['잔프랑코 졸라', '가야', '호나우두']"
816,세르히오 아센호,"['커트 주마', '닉 포프']"
817,세스크 파브레가스,"['프랭크 램파드', '루드 굴리트', 'P. 비에이라']"
818,세이두 둠비아,"['다비드 소리아', '레프 야신', '리스 넬슨', '데헤아']"
819,세징야,"['마이클 캐릭', '손흥민', '말컹', '네이마르 Jr.', '리오넬 메시']"
820,셀소 보르헤스,['A. 발렌시아']
821,셰이머스 콜먼,"['파벨 네드베드', '루이스 피구', '손흥민', '가레스 베일', '루드 굴리트']"
822,셰인 롱,['H. 크레스포']
823,셰후 쿠야테,"['랜던 도노번', '호나우두']"
824,소아리스,"['리스 넬슨', 'M. 반바스텐', '에드가', '포르투', '호나우두']"
825,소크라테스,"['라파엘 바란', '가린샤', '루드 굴리트', 'F. 레이카르트']"
826,소크라티스,"['알리송', '소크라테스', '윌리안', '솔 캠벨']"
827,소피안 페굴리,"['홍철', '올리버 핑크']"
828,손준호,"['홍철', '박지성', '조지 베스트', '마르셀루', '루드 굴리트']"
829,손흥민,"['리오넬 메시', '크리스티아누 호날두', '가레스 베일', '네이마르 Jr.']"
830,솔 캠벨,"['라파엘 바란', '디아프라 사코', '루드 굴리트', '파올로 말디니']"
831,송범근,"['닉 포프', '조현우', '서동명', '로스 바클리', 'A. 베고비치']"
832,송종국,"['유상철', '홍명보', '차두리', '최태욱']"
833,송진형,['파올로 말디니']
834,수사에타,"['카일 워커', 'N. 클라인']"
835,수소,"['C. 바캄부', '다비드 루이스', '에덴 아자르', '리오넬 메시']"
836,술레만 카마라,"['한국영', '펠레', '에마뉘엘 프티']"
